event_id,event_type,detector,stream_position,timestamp,model_version,window_size,metric_context,detector_state
186,drift,ADWIN,211455,2026-09-08T09:16:40,baseline_v1,64.0,"{""rolling_error_500"": 0.078, ""cumulative_error"": 0.5966}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 211456, ""n_drifts"": 186, ""window_size"": 64.0, ""estimation"": 0.609375}"
187,drift,ADWIN,212127,2026-09-08T09:16:40,baseline_v1,416.0,"{""rolling_error_500"": 0.976, ""cumulative_error"": 0.5979}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 212128, ""n_drifts"": 187, ""window_size"": 416.0, ""estimation"": 0.9711538461538461}"
188,drift,ADWIN,212479,2026-09-08T09:16:40,baseline_v1,192.0,"{""rolling_error_500"": 0.3, ""cumulative_error"": 0.5969}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 212480, ""n_drifts"": 188, ""window_size"": 192.0, ""estimation"": 0.06770833333333333}"
189,drift,ADWIN,212671,2026-09-08T09:16:40,baseline_v1,56.0,"{""rolling_error_500"": 0.29, ""cumulative_error"": 0.597}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 212672, ""n_drifts"": 189, ""window_size"": 56.0, ""estimation"": 0.4107142857142857}"
190,drift,ADWIN,215647,2026-09-08T09:16:41,baseline_v1,64.0,"{""rolling_error_500"": 0.072, ""cumulative_error"": 0.589}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 215648, ""n_drifts"": 190, ""window_size"": 64.0, ""estimation"": 0.5625}"
191,drift,ADWIN,217471,2026-09-08T09:16:41,baseline_v1,96.0,"{""rolling_error_500"": 0.964, ""cumulative_error"": 0.5924}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 217472, ""n_drifts"": 191, ""window_size"": 96.0, ""estimation"": 0.8125}"
192,drift,ADWIN,217599,2026-09-08T09:16:41,baseline_v1,112.0,"{""rolling_error_500"": 0.926, ""cumulative_error"": 0.5925}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 217600, ""n_drifts"": 192, ""window_size"": 112.0, ""estimation"": 0.9732142857142857}"
193,drift,ADWIN,221823,2026-09-08T09:16:43,baseline_v1,64.0,"{""rolling_error_500"": 0.92, ""cumulative_error"": 0.6001}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 221824, ""n_drifts"": 193, ""window_size"": 64.0, ""estimation"": 0.375}"
194,drift,ADWIN,222111,2026-09-08T09:16:43,baseline_v1,80.0,"{""rolling_error_500"": 0.4, ""cumulative_error"": 0.5994}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 222112, ""n_drifts"": 194, ""window_size"": 80.0, ""estimation"": 0.3375}"
195,drift,ADWIN,222175,2026-09-08T09:16:43,baseline_v1,56.0,"{""rolling_error_500"": 0.338, ""cumulative_error"": 0.5994}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 222176, ""n_drifts"": 195, ""window_size"": 56.0, ""estimation"": 0.5892857142857143}"
196,drift,ADWIN,222271,2026-09-08T09:16:43,baseline_v1,64.0,"{""rolling_error_500"": 0.226, ""cumulative_error"": 0.5993}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 222272, ""n_drifts"": 196, ""window_size"": 64.0, ""estimation"": 0.125}"
197,drift,ADWIN,222399,2026-09-08T09:16:43,baseline_v1,64.0,"{""rolling_error_500"": 0.28, ""cumulative_error"": 0.5992}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 222400, ""n_drifts"": 197, ""window_size"": 64.0, ""estimation"": 0.609375}"
198,drift,ADWIN,223551,2026-09-08T09:16:43,baseline_v1,64.0,"{""rolling_error_500"": 0.93, ""cumulative_error"": 0.6011}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 223552, ""n_drifts"": 198, ""window_size"": 64.0, ""estimation"": 0.46875}"
199,drift,ADWIN,225855,2026-09-08T09:16:44,baseline_v1,64.0,"{""rolling_error_500"": 0.048, ""cumulative_error"": 0.5951}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 225856, ""n_drifts"": 199, ""window_size"": 64.0, ""estimation"": 0.34375}"
200,drift,ADWIN,227391,2026-09-08T09:16:44,baseline_v1,80.0,"{""rolling_error_500"": 0.946, ""cumulative_error"": 0.5977}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 227392, ""n_drifts"": 200, ""window_size"": 80.0, ""estimation"": 0.6625}"
201,drift,ADWIN,230495,2026-09-08T09:16:45,baseline_v1,64.0,"{""rolling_error_500"": 0.93, ""cumulative_error"": 0.603}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 230496, ""n_drifts"": 201, ""window_size"": 64.0, ""estimation"": 0.453125}"
202,drift,ADWIN,233055,2026-09-08T09:16:46,baseline_v1,64.0,"{""rolling_error_500"": 0.038, ""cumulative_error"": 0.5964}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 233056, ""n_drifts"": 202, ""window_size"": 64.0, ""estimation"": 0.296875}"
203,drift,ADWIN,234655,2026-09-08T09:16:46,baseline_v1,1088.0,"{""rolling_error_500"": 0.968, ""cumulative_error"": 0.5991}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 234656, ""n_drifts"": 203, ""window_size"": 1088.0, ""estimation"": 0.984375}"
204,drift,ADWIN,234847,2026-09-08T09:16:46,baseline_v1,64.0,"{""rolling_error_500"": 0.686, ""cumulative_error"": 0.5988}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 234848, ""n_drifts"": 204, ""window_size"": 64.0, ""estimation"": 0.671875}"
205,drift,ADWIN,238207,2026-09-08T09:16:47,baseline_v1,80.0,"{""rolling_error_500"": 0.938, ""cumulative_error"": 0.6042}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 238208, ""n_drifts"": 205, ""window_size"": 80.0, ""estimation"": 0.6125}"
206,drift,ADWIN,238335,2026-09-08T09:16:47,baseline_v1,112.0,"{""rolling_error_500"": 0.906, ""cumulative_error"": 0.6044}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 238336, ""n_drifts"": 206, ""window_size"": 112.0, ""estimation"": 1.0}"
207,drift,ADWIN,239519,2026-09-08T09:16:48,baseline_v1,96.0,"{""rolling_error_500"": 0.966, ""cumulative_error"": 0.6063}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 239520, ""n_drifts"": 207, ""window_size"": 96.0, ""estimation"": 0.8229166666666666}"
208,drift,ADWIN,240927,2026-09-08T09:16:48,baseline_v1,80.0,"{""rolling_error_500"": 0.036, ""cumulative_error"": 0.6028}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 240928, ""n_drifts"": 208, ""window_size"": 80.0, ""estimation"": 0.225}"
209,drift,ADWIN,241247,2026-09-08T09:16:48,baseline_v1,256.0,"{""rolling_error_500"": 0.648, ""cumulative_error"": 0.6033}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 241248, ""n_drifts"": 209, ""window_size"": 256.0, ""estimation"": 0.9453125}"
210,drift,ADWIN,241407,2026-09-08T09:16:48,baseline_v1,128.0,"{""rolling_error_500"": 0.93, ""cumulative_error"": 0.6035}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 241408, ""n_drifts"": 210, ""window_size"": 128.0, ""estimation"": 0.8515625}"
211,drift,ADWIN,241855,2026-09-08T09:16:48,baseline_v1,80.0,"{""rolling_error_500"": 0.918, ""cumulative_error"": 0.6041}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 241856, ""n_drifts"": 211, ""window_size"": 80.0, ""estimation"": 0.7375}"
212,drift,ADWIN,242207,2026-09-08T09:16:48,baseline_v1,288.0,"{""rolling_error_500"": 0.902, ""cumulative_error"": 0.6046}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 242208, ""n_drifts"": 212, ""window_size"": 288.0, ""estimation"": 0.9548611111111112}"
213,drift,ADWIN,242335,2026-09-08T09:16:48,baseline_v1,56.0,"{""rolling_error_500"": 0.866, ""cumulative_error"": 0.6047}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 242336, ""n_drifts"": 213, ""window_size"": 56.0, ""estimation"": 0.5714285714285714}"
214,drift,ADWIN,327199,2026-09-08T09:17:13,baseline_v1,15232.0,"{""rolling_error_500"": 0.012, ""cumulative_error"": 0.4479}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 327200, ""n_drifts"": 214, ""window_size"": 15232.0, ""estimation"": 0.0007878151260504202}"
215,drift,ADWIN,347135,2026-09-08T09:17:18,baseline_v1,17888.0,"{""rolling_error_500"": 0.0, ""cumulative_error"": 0.4225}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 347136, ""n_drifts"": 215, ""window_size"": 17888.0, ""estimation"": 0.005199016100178891}"
216,drift,ADWIN,358751,2026-09-08T09:17:22,baseline_v1,9568.0,"{""rolling_error_500"": 0.026, ""cumulative_error"": 0.4091}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 358752, ""n_drifts"": 216, ""window_size"": 9568.0, ""estimation"": 0.01024247491638796}"
217,drift,ADWIN,364799,2026-09-08T09:17:24,baseline_v1,928.0,"{""rolling_error_500"": 0.056, ""cumulative_error"": 0.4027}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 364800, ""n_drifts"": 217, ""window_size"": 928.0, ""estimation"": 0.03879310344827586}"
218,drift,ADWIN,367007,2026-09-08T09:17:24,baseline_v1,1952.0,"{""rolling_error_500"": 0.054, ""cumulative_error"": 0.4004}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 367008, ""n_drifts"": 218, ""window_size"": 1952.0, ""estimation"": 0.02305327868852459}"
219,drift,ADWIN,369695,2026-09-08T09:17:25,baseline_v1,1408.0,"{""rolling_error_500"": 0.082, ""cumulative_error"": 0.3977}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 369696, ""n_drifts"": 219, ""window_size"": 1408.0, ""estimation"": 0.04403409090909091}"
220,drift,ADWIN,373151,2026-09-08T09:17:26,baseline_v1,1152.0,"{""rolling_error_500"": 0.034, ""cumulative_error"": 0.3942}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 373152, ""n_drifts"": 220, ""window_size"": 1152.0, ""estimation"": 0.019965277777777776}"
221,drift,ADWIN,374847,2026-09-08T09:17:26,baseline_v1,1440.0,"{""rolling_error_500"": 0.002, ""cumulative_error"": 0.3926}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 374848, ""n_drifts"": 221, ""window_size"": 1440.0, ""estimation"": 0.04097222222222222}"
222,drift,ADWIN,375679,2026-09-08T09:17:27,baseline_v1,576.0,"{""rolling_error_500"": 0.038, ""cumulative_error"": 0.3919}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 375680, ""n_drifts"": 222, ""window_size"": 576.0, ""estimation"": 0.046875}"
223,drift,ADWIN,376511,2026-09-08T09:17:27,baseline_v1,576.0,"{""rolling_error_500"": 0.104, ""cumulative_error"": 0.3912}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 376512, ""n_drifts"": 223, ""window_size"": 576.0, ""estimation"": 0.10069444444444445}"
224,drift,ADWIN,380031,2026-09-08T09:17:28,baseline_v1,384.0,"{""rolling_error_500"": 0.032, ""cumulative_error"": 0.3878}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 380032, ""n_drifts"": 224, ""window_size"": 384.0, ""estimation"": 0.041666666666666664}"
225,drift,ADWIN,381663,2026-09-08T09:17:28,baseline_v1,864.0,"{""rolling_error_500"": 0.174, ""cumulative_error"": 0.3868}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 381664, ""n_drifts"": 225, ""window_size"": 864.0, ""estimation"": 0.16550925925925927}"
226,drift,ADWIN,383167,2026-09-08T09:17:29,baseline_v1,736.0,"{""rolling_error_500"": 0.134, ""cumulative_error"": 0.3857}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 383168, ""n_drifts"": 226, ""window_size"": 736.0, ""estimation"": 0.13451086956521738}"
227,drift,ADWIN,383391,2026-09-08T09:17:29,baseline_v1,192.0,"{""rolling_error_500"": 0.152, ""cumulative_error"": 0.3856}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 383392, ""n_drifts"": 227, ""window_size"": 192.0, ""estimation"": 0.15625}"
228,drift,ADWIN,383839,2026-09-08T09:17:29,baseline_v1,320.0,"{""rolling_error_500"": 0.122, ""cumulative_error"": 0.3853}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 383840, ""n_drifts"": 228, ""window_size"": 320.0, ""estimation"": 0.075}"
229,drift,ADWIN,384543,2026-09-08T09:17:29,baseline_v1,320.0,"{""rolling_error_500"": 0.058, ""cumulative_error"": 0.3847}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 384544, ""n_drifts"": 229, ""window_size"": 320.0, ""estimation"": 0.090625}"
230,drift,ADWIN,385887,2026-09-08T09:17:30,baseline_v1,1088.0,"{""rolling_error_500"": 0.004, ""cumulative_error"": 0.3834}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 385888, ""n_drifts"": 230, ""window_size"": 1088.0, ""estimation"": 0.003676470588235294}"
231,drift,ADWIN,407551,2026-09-08T09:17:36,baseline_v1,17568.0,"{""rolling_error_500"": 0.002, ""cumulative_error"": 0.3634}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 407552, ""n_drifts"": 231, ""window_size"": 17568.0, ""estimation"": 0.005976775956284153}"
232,drift,ADWIN,448767,2026-09-08T09:17:48,baseline_v1,12544.0,"{""rolling_error_500"": 0.034, ""cumulative_error"": 0.3305}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 448768, ""n_drifts"": 232, ""window_size"": 12544.0, ""estimation"": 0.00701530612244898}"
233,drift,ADWIN,451647,2026-09-08T09:17:48,baseline_v1,2368.0,"{""rolling_error_500"": 0.0, ""cumulative_error"": 0.3285}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 451648, ""n_drifts"": 233, ""window_size"": 2368.0, ""estimation"": 0.0059121621621621625}"
234,drift,ADWIN,455871,2026-09-08T09:17:50,baseline_v1,3712.0,"{""rolling_error_500"": 0.04, ""cumulative_error"": 0.3255}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 455872, ""n_drifts"": 234, ""window_size"": 3712.0, ""estimation"": 0.013469827586206896}"
235,drift,ADWIN,458783,2026-09-08T09:17:51,baseline_v1,2400.0,"{""rolling_error_500"": 0.082, ""cumulative_error"": 0.3237}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 458784, ""n_drifts"": 235, ""window_size"": 2400.0, ""estimation"": 0.045}"
